movieId,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
159,0.0,0.0,0.0,0.0,0.0,0.0,0.9070354285532662,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,1.226715962675264,0.0,0.0,0.0,0.0,0.0
160,0.0,0.7390258035539543,0.8937879466746481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.226715962675264,0.0,1.0174858410619707,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686823166785359,1.4114174235043393,0.0
163,0.0,0.7390258035539543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,1.7459325633728653
164,0.0,0.0,0.0,0.0,0.0,0.0,0.9070354285532662,0.0,0.0,0.0,1.9711092563381492,0.0,0.0,0.0,1.226715962675264,0.0,0.0,0.686823166785359,0.0,0.0
165,0.0,0.7390258035539543,0.0,0.0,0.0,0.0,0.9070354285532662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
166,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.9070354285532662,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,0.7390258035539543,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
169,0.0,0.0,0.8937879466746481,0.0,1.1581958996952935,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.0,0.7390258035539543,0.8937879466746481,0.0,0.0,0.0,0.9070354285532662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,0.0,0.7390258035539543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0174858410619707,0.686823166785359,0.0,0.0
173,0.0,0.7390258035539543,0.0,0.0,0.0,0.0,0.9070354285532662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0174858410619707,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0046666614589903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
180,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
181,0.0,0.7390258035539543,0.0,0.0,1.1581958996952935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,1.0046666614589903,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,0.0,0.7390258035539543,0.0,0.0,0.0,0.0,0.9070354285532662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
187,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,1.098280874378741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0046666614589903,0.0,0.0,0.0,0.0,1.0174858410619707,0.0,0.0,0.0
198,0.0,0.7390258035539543,0.0,0.0,0.0,0.0,0.9070354285532662,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,1.226715962675264,0.0,1.0174858410619707,0.686823166785359,0.0,0.0
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,1.4270412119878735,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,1.098280874378741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.7390258035539543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
