movieId,rating,userId_id
16,4.0,337
16,4.5,339
16,3.5,357
16,4.0,362
16,4.0,368
16,4.0,372
16,4.0,373
16,3.0,380
16,3.0,385
16,4.0,386
16,4.0,405
16,5.0,413
16,3.0,414
16,4.0,427
16,5.0,437
16,4.0,444
16,3.0,446
16,5.0,448
16,3.0,453
16,3.5,462
16,4.5,464
16,4.0,474
16,4.0,480
16,2.0,482
16,4.0,483
16,3.0,501
16,1.0,510
16,3.5,514
16,5.0,553
16,4.5,580
16,5.0,585
16,4.0,588
16,3.0,599
16,3.0,602
16,4.0,603
16,4.5,608
16,4.5,610
17,4.0,6
17,3.0,31
17,4.0,33
17,3.0,38
17,5.0,40
17,3.0,54
17,3.5,68
17,1.0,71
17,5.0,84
17,5.0,90
17,1.0,94
17,4.5,100
17,0.5,112
17,3.0,117
17,3.0,132
17,4.0,144
17,4.0,156
17,5.0,162
17,4.0,166
17,4.0,173
17,4.0,182
17,5.0,191
17,3.0,198
17,5.0,206
17,3.0,214
17,3.5,227
17,5.0,246
17,3.0,262
17,5.0,263
17,1.0,266
17,4.0,270
17,5.0,275
17,3.5,288
17,4.0,301
17,5.0,302
17,3.0,304
17,4.0,314
17,3.5,323
17,4.0,337
17,4.0,346
17,2.0,350
17,5.0,357
17,4.0,389
17,4.0,404
17,5.0,412
17,4.0,414
17,4.0,437
17,3.5,445
17,5.0,446
17,5.0,451
17,5.0,474
17,5.0,488
17,4.5,489
17,3.0,501
17,3.0,509
17,0.5,517
17,5.0,566
17,5.0,572
17,5.0,579
17,3.5,590
17,4.0,594
17,3.0,597
17,3.5,599
17,3.5,600
17,3.0,603
17,4.0,604
17,4.0,606
18,4.0,44
18,4.0,66
18,2.0,68
18,3.5,95
18,5.0,103
18,3.0,109
18,4.0,179
18,5.0,182
18,5.0,256
18,3.5,295
18,3.0,307
18,3.0,318
18,4.0,380
18,3.0,414
18,4.0,483
18,2.0,489
18,5.0,501
18,4.0,521
18,3.0,599
18,4.0,606
19,2.0,6
19,1.0,14
19,2.0,19
19,2.5,21
19,2.0,40
19,2.0,42
19,4.5,45
19,5.0,56
19,1.0,58
19,3.5,64
19,3.0,66
19,1.5,68
19,2.0,91
19,2.0,94
19,1.0,100
19,3.5,103
19,4.0,112
19,2.0,117
19,2.0,121
19,3.5,122
19,3.0,136
19,1.0,139
19,2.0,141
19,3.0,144
19,3.0,156
19,2.0,177
19,3.0,179
19,3.5,200
19,1.0,217
19,2.5,219
19,3.5,222
19,3.5,226
19,3.0,229
19,5.0,240
19,3.5,249
19,4.0,274
19,4.0,276
19,3.0,280
19,4.0,284
19,1.5,292
19,2.0,294
19,4.0,307
19,1.0,308
19,3.5,318
19,3.0,321
19,2.5,323
19,2.0,325
19,4.0,347
19,4.0,353
19,2.0,357
19,4.0,369
19,1.0,373
19,2.0,376
19,2.0,377
19,2.0,379
19,5.0,380
19,2.5,381
19,3.5,408
19,1.0,428
19,2.0,432
19,3.0,438
19,2.0,448
19,3.0,470
19,4.0,475
19,3.0,477
19,1.5,480
19,3.5,483
19,2.0,489
19,4.5,495
19,4.0,497
19,4.0,509
19,1.0,520
19,3.0,524
19,4.0,534
19,2.0,541
19,3.5,552
19,3.0,555
19,2.0,559
19,3.0,565
19,3.0,584
19,2.0,590
19,4.0,592
19,3.0,599
19,3.0,600
19,2.0,602
19,1.0,604
19,2.0,606
19,2.0,608
122900,4.0,18
122900,3.5,21
122900,5.0,52
122900,3.5,62
122900,3.0,111
122900,4.0,122
122900,5.0,154
122900,4.0,184
122900,4.5,210
122900,4.0,249
122900,4.0,292
122900,3.0,298
122900,3.5,305
122900,5.0,380
122900,3.5,382
122900,5.0,408
122900,3.5,414
122900,3.5,448
122900,2.0,514
122900,3.5,525
122900,3.0,534
122900,3.5,561
122900,3.0,567
122900,4.5,586
122900,3.5,596
122900,2.5,599
122900,3.5,610
21,3.0,4
21,4.0,5
21,2.0,6
21,4.0,8
21,3.0,28
21,4.0,32
21,4.0,33
21,5.0,35
21,3.0,38
21,4.0,40
21,4.0,42
21,4.0,45
21,3.0,54
21,3.0,57
21,4.0,58
21,4.0,66
21,4.0,84
21,4.0,91
21,3.0,94
21,3.0,102
21,3.0,109
21,2.0,112
21,4.0,115
21,4.0,117
21,3.0,135
21,4.0,140
21,5.0,156
21,2.0,181
21,2.5,182
21,4.0,191
21,4.0,199
21,3.0,216
21,3.5,219
21,4.0,229
21,4.0,235
21,4.0,239
21,3.0,242
21,3.0,262
21,4.0,266
21,5.0,273
21,5.0,275
21,3.0,284
21,4.0,288
21,3.0,294
21,4.0,301
21,4.0,302
21,4.0,304
21,2.5,307
21,1.0,308
21,3.0,314
21,3.0,321
21,3.5,356
21,3.0,368
21,3.0,372
21,1.0,373
21,2.0,379
21,2.0,380
21,5.0,385
21,4.0,386
21,3.0,404
21,3.0,410
21,4.0,411
21,4.0,414
21,3.5,438
21,4.0,444
21,3.0,446
21,2.0,448
21,3.0,453
21,5.0,458
21,4.0,462
21,3.0,470
21,4.0,474
21,2.5,480
21,4.0,486
21,2.5,489
21,3.0,501
21,3.0,524
21,4.0,555
21,3.0,565
21,4.0,566
21,5.0,572
21,4.0,587
21,3.0,588
21,3.0,592
21,5.0,597
21,4.0,599
21,4.0,602
21,5.0,603
21,3.5,608
22,5.0,6
22,5.0,42
22,3.0,58
22,3.5,64
22,3.5,91
22,4.0,99
22,3.0,121
22,3.0,140
22,1.0,160
22,3.0,181
22,3.0,217
22,2.0,226
22,3.5,274
22,2.0,297
22,2.0,307
22,3.0,314
22,3.0,323
22,3.0,325
22,5.0,353
22,3.0,368
22,3.0,373
22,3.0,386
22,3.0,411
22,3.0,414
22,2.5,428
22,4.0,429
22,3.0,474
22,3.5,489
22,3.5,504
22,3.0,514
22,4.0,541
22,4.0,580
22,4.0,584
22,3.0,588
22,3.0,602
22,3.0,604
23,1.5,28
23,5.0,43
23,4.0,99
23,3.0,102
23,5.0,136
23,3.0,140
23,3.5,182
23,3.5,239
23,3.5,274
23,3.0,314
23,2.0,414
23,3.0,464
23,3.0,483
23,2.0,524
23,1.0,599
23,4.0,604
24,4.0,6
24,3.0,32
24,2.0,71
24,2.5,111
24,3.0,181
24,4.0,198
24,4.0,201
24,5.0,234
24,3.0,263
24,1.0,266
24,3.5,274
24,3.0,290
24,2.0,307
24,4.0,321
24,5.0,337
24,3.0,342
24,3.0,414
24,3.0,474
24,4.0,477
24,3.0,479
24,2.5,483
24,2.5,518
24,5.0,555
24,2.0,591
24,4.0,592
24,2.5,599
24,2.0,600
24,2.0,608
25,3.0,6
25,4.0,14
25,2.0,31
25,4.0,32
25,3.0,33
25,2.5,36
25,3.5,64
25,3.5,68
25,5.0,84
25,5.0,90
25,2.0,91
25,5.0,95
25,4.0,108
25,5.0,109
25,2.5,112
25,1.0,113
25,2.0,118
25,4.0,121
25,3.0,144
25,4.0,150
25,4.0,156
25,5.0,171
25,4.5,178
25,1.0,181
25,4.5,182
25,3.0,187
25,5.0,191
25,4.0,195
25,4.0,198
25,5.0,199
25,5.0,201
25,5.0,206
25,2.0,214
25,5.0,235
25,3.0,262
25,1.0,265
25,5.0,269
25,4.0,270
25,3.0,275
25,4.0,282
25,4.0,290
25,5.0,302
25,3.0,305
25,1.0,308
25,4.5,330
25,4.0,337
25,4.0,353
25,4.0,372
25,5.0,373
25,3.0,385
25,2.0,386
25,4.0,389
25,5.0,391
25,3.0,402
25,4.0,405
25,3.0,414
25,4.5,432
25,4.0,437
25,3.0,446
25,5.0,451
25,3.0,462
25,4.0,464
25,3.5,474
25,2.0,501
25,5.0,521
25,3.0,524
25,3.0,552
25,2.0,566
25,4.0,570
25,4.0,580
25,3.0,588
25,5.0,589
25,4.0,602
25,4.0,603
25,3.0,604
25,3.0,607
57368,3.5,24
57368,2.0,28
57368,5.0,52
57368,2.0,68
57368,4.0,80
57368,2.0,219
57368,4.0,220
57368,2.5,232
57368,2.5,239
57368,4.0,249
57368,3.0,274
57368,3.0,279
57368,3.0,298
57368,3.0,307
57368,4.0,318
57368,2.5,339
57368,4.5,352
57368,4.0,380
57368,3.0,414
57368,4.0,419
57368,2.0,448
57368,4.0,466
57368,4.5,477
57368,4.5,560
57368,3.0,561
57368,3.0,599
57368,4.0,610
122904,2.0,15
122904,3.5,18
122904,3.5,21
122904,5.0,30
122904,0.5,41
122904,1.5,50
122904,5.0,52
122904,4.5,62
122904,3.0,65
122904,4.0,68
122904,4.5,73
122904,3.5,98
122904,4.0,105
122904,5.0,111
122904,3.5,114
122904,4.5,119
122904,4.5,125
122904,5.0,141
122904,5.0,154
122904,3.5,210
122904,3.5,212
122904,3.0,233
122904,3.0,247
122904,4.5,248
122904,4.5,249
122904,5.0,258
122904,4.0,279
122904,5.0,291
122904,3.0,298
122904,5.0,305
122904,3.0,306
122904,3.5,319
122904,5.0,331
122904,2.0,339
122904,2.5,352
122904,3.5,365
122904,5.0,380
122904,3.5,408
122904,4.0,414
122904,4.0,417
122904,4.0,448
122904,5.0,475
122904,5.0,495
122904,5.0,523
122904,3.5,525
122904,5.0,534
122904,3.0,548
122904,5.0,550
122904,3.0,560
122904,2.0,561
122904,4.0,586
122904,4.0,596
122904,3.5,599
122904,3.0,610
29,4.0,23
29,5.0,43
29,4.5,66
29,4.0,91
29,5.0,95
29,2.0,132
29,5.0,171
29,4.0,182
29,4.0,187
29,4.0,202
29,4.5,221
29,5.0,246
29,4.5,253
29,4.0,260
29,4.0,267
29,5.0,268
29,4.0,274
29,4.5,287
29,5.0,295
29,4.0,313
29,3.5,318
29,3.5,323
29,4.0,325
29,3.0,330
29,3.5,387
29,5.0,391
29,4.5,440
29,4.0,469
29,3.5,474
29,5.0,483
29,3.0,521
29,4.0,555
29,3.5,576
29,3.5,599
29,4.5,600
29,2.0,602
29,2.0,603
29,4.5,606
31,0.5,3
31,3.0,6
31,2.5,28
31,4.0,40
31,3.0,47
31,4.0,58
31,3.5,68
31,3.0,84
31,4.0,104
31,3.0,109
31,3.0,117
31,3.0,131
31,3.5,159
31,4.0,162
31,3.0,181
31,3.5,203
31,4.0,240
31,4.5,282
31,1.5,307
31,3.0,314
31,5.0,337
31,4.0,362
31,2.0,372
31,2.5,387
31,4.0,411
31,3.0,414
31,5.0,426
31,4.0,437
31,4.0,447
31,4.0,464
31,3.0,474
31,3.0,479
31,2.0,483
31,1.0,518
31,3.5,534
31,2.5,561
31,2.0,599
31,3.0,608
32,2.0,4
32,4.0,6
32,3.0,8
32,4.0,14
32,4.0,18
32,4.0,19
32,3.5,23
32,3.5,24
32,3.5,28
32,4.0,32
32,3.0,33
32,3.0,39
32,4.5,45
32,4.0,46
32,3.0,50
32,3.0,54
32,4.0,57
32,5.0,58
32,4.5,61
32,3.0,63
32,4.0,64
32,5.0,66
32,4.5,72
32,3.5,78
32,4.0,80
32,5.0,81
32,4.0,90
32,4.0,91
32,5.0,94
32,4.0,95
32,3.5,105
32,4.0,109
32,5.0,112
32,5.0,115
32,3.0,117
32,3.0,120
32,5.0,122
32,3.0,132
32,4.0,133
32,5.0,135
32,4.0,144
32,5.0,146
32,4.0,149
32,5.0,150
32,5.0,160
32,4.0,166
32,5.0,171
32,3.0,174
32,4.0,179
32,4.0,182
32,5.0,191
32,4.0,195
32,5.0,198
32,4.0,201
32,4.0,202
32,3.0,206
32,3.5,219
32,4.5,220
32,5.0,221
32,3.0,222
32,4.0,226
32,4.5,227
32,4.0,235
32,5.0,237
32,5.0,239
32,5.0,242
32,3.0,247
32,5.0,249
32,4.5,254
32,5.0,259
32,1.0,264
32,4.0,265
32,4.0,266
32,4.0,269
32,4.0,270
32,4.0,271
32,5.0,273
32,4.0,274
32,5.0,275
32,5.0,277
32,4.0,282
32,5.0,284
32,5.0,288
32,2.0,292
32,4.0,298
32,3.0,302
32,3.5,303
32,4.0,304
32,5.0,305
32,3.5,307
32,4.0,312
32,4.0,313
32,3.0,314
32,4.0,317
32,4.5,318
32,2.5,323
32,4.0,325
32,5.0,330
32,2.5,332
32,4.0,337
32,3.0,339
32,3.5,345
32,3.0,347
32,4.0,350
32,5.0,353
32,4.0,354
32,3.0,364
32,4.0,372
32,4.0,373
32,5.0,375
32,5.0,376
32,4.5,377
32,5.0,380
32,3.5,381
32,4.0,385
32,3.0,386
32,3.5,387
32,4.0,389
32,4.0,391
32,5.0,398
32,4.5,405
32,5.0,414
32,3.5,420
32,3.5,424
32,4.0,425
32,3.5,434
32,4.0,437
32,4.0,438
32,5.0,445
32,4.0,446
32,2.0,448
32,4.0,449
32,5.0,451
32,5.0,453
32,3.0,456
32,3.5,462
32,3.5,464
32,4.0,468
32,5.0,469
32,3.0,470
32,4.0,474
32,4.0,476
32,4.5,477
32,4.0,480
32,5.0,483
32,5.0,486
32,3.5,489
32,3.0,492
32,3.0,501
32,4.0,509
