movieId,title_en,title_ko,genres,year,vote_average,vote_count,director,actor,poster,link
11,The American President (1995),대통령의 연인,Comedy|Drama|Romance,1995,6.5,199.0,로브 라이너,"['마이클 더글라스', '아네트 베닝']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0175/A7536-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17536
14,Nixon (1995),닉슨,Drama,1995,7.1,72.0,올리버 스톤,['안소니 홉킨스'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0174/A7449-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17449
15,Cutthroat Island (1995),컷스로트 아일랜드,Action|Adventure|Romance,1995,5.7,137.0,레니 할린,"['지나 데이비스', '매튜 모딘', '프랭크 란젤라']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0175/17537_P14_113629.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17537
16,Casino (1995),카지노,Crime|Drama,1995,7.8,1343.0,마틴 스코세이지,"['로버트 드 니로', '샤론 스톤', '조 페시']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0172/A7231-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17231
17,Sense and Sensibility (1995),센스 앤 센서빌리티,Drama|Romance,1995,7.2,364.0,이안,"['엠마 톰슨', '케이트 윈슬렛', '에밀리 프랑수아', '앨런 릭먼', '휴 그랜트', '그렉 와이즈', '젬마 존스', '엘리자베스 스프릭스', '해리엇 월터', '제임스 플릿']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0174/A7458-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17458
18,Four Rooms (1995),포 룸,Comedy,1995,6.5,539.0,앨리슨 앤더스,['팀 로스'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0174/A7464-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17464
19,Ace Ventura: When Nature Calls (1995),에이스 벤츄라 2,Comedy,1995,6.1,1128.0,스티브 오데커크,['짐 캐리'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0172/A7274-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17274
20,Money Train (1995),머니 트레인,Action|Comedy|Crime|Drama|Thriller,1995,5.4,224.0,조셉 루벤,"['웨슬리 스나입스', '우디 해럴슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0171/A7178-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17178
21,Get Shorty (1995),겟 쇼티,Comedy|Crime|Thriller,1995,6.4,305.0,배리 소넨펠드,"['존 트라볼타', '진 핵크만', '르네 루소', '대니 드비토']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0177/A7770-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17770
22,Copycat (1995),카피캣,Crime|Drama|Horror|Mystery|Thriller,1995,6.5,199.0,존 아미엘,"['시고니 위버', '홀리 헌터']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0176/A7683-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17683
23,Assassins (1995),어쌔신,Action|Crime|Thriller,1995,6.0,394.0,리차드 도너,"['실베스터 스탤론', '안토니오 반데라스', '줄리안 무어']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0171/A7120-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17120
24,Powder (1995),파우더,Drama|Sci-Fi,1995,6.3,143.0,빅터 살바,"['메리 스틴버겐', '숀 패트릭 프레너리', '랜스 헨릭슨', '레이 와이즈']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0248/B4855-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24855
25,Leaving Las Vegas (1995),라스베가스를 떠나며,Drama|Romance,1995,7.1,365.0,마이크 피기스,"['니콜라스 케이지', '엘리자베스 슈']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0174/A7450-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17450
26,Othello (1995),오델로,Drama,1995,7.0,33.0,올리버 파커,"['로렌스 피시번', '이렌느 야곱', '케네스 브래너']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0184/A8404-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18404
27,Now and Then (1995),나우 앤 덴,Children|Drama,1995,6.6,91.0,레슬리 링카 글래터,"['크리스티나 리치', '로지 오도넬', '도라 버치', '멜라니 그리피스', '가비 호프만', '데미 무어', '애쉬리 아스톤 무어', '리타 윌슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0171/A7184-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17184
28,Persuasion (1995),설득,Drama|Romance,1995,7.4,36.0,로저 미첼,"['아만다 루트', '시아란 힌즈', '수잔 플리트우드']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0285/B8561-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=28561
29,The City of Lost Children (1995),잃어버린 아이들의 도시,Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995,7.6,308.0,마르크 카로,"['론 펄먼', '다니엘 에밀포크', '주디트 비테', '도미니크 피뇽', '장 클로드 드레이퍼스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0176/A7695-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17695
30,Shanghai Triad (1995),트라이어드,Crime|Drama,1995,6.5,17.0,장이머우,['공리'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0273/B7364-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=27364
31,Dangerous Minds (1995),위험한 아이들,Drama,1995,6.4,249.0,존 N. 스미스,['미셸 파이퍼'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0175/A7504-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17504
32,Twelve Monkeys (1995),12 몽키즈,Mystery|Sci-Fi|Thriller,1995,7.4,2470.0,테리 길리엄,"['브루스 윌리스', '매들린 스토우', '브래드 피트']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0177/A7758-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17758
34,Babe (1995),꼬마 돼지 베이브,Children|Drama,1995,6.0,756.0,크리스 누난,"['제임스 크롬웰', '마그다 즈밴스키', '크리스틴 카바나']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0175/A7538-02.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17538
38,It Takes Two (1995),애들이 똑같아요,Children|Comedy,1995,6.1,149.0,앤디 테넌트,"['커스티 앨리', '스티브 구텐버그', '메리 케이트 올슨', '애슐리 올슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0189/A8905-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18905
39,Clueless (1995),클루리스,Comedy|Romance,1995,6.9,828.0,에이미 해커링,"['알리시아 실버스톤', '폴 러드', '스테이시 대쉬', '브리트니 머피', '댄 헤다야', '제레미 시스토']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0174/A7417-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17417
40,"Cry, the Beloved Country (1995)",비성,Drama,1995,6.7,13.0,다렐 루트,"['제임스 얼 존스', '리처드 해리스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0242/B4265-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24265
41,Richard III (1995),리차드 3세,Drama|War,1995,6.9,50.0,리차드 론크레인,"['이안 맥켈런', '아네트 베닝', '크리스틴 스콧 토마스', '짐 브로드벤트', '로버트 다우니 주니어', '매기 스미스', '나이젤 호손', '짐 카터']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0186/A8699-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18699
42,Dead Presidents (1995),데드 프레지던트,Action|Crime|Drama,1995,6.6,80.0,알버트 휴즈,"['라렌즈 테이트', '키스 데이빗', '크리스 터커', '엔부쉬 라이트', '프레디 로드리게스', '로즈 잭슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0254/B5439-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=25439
43,Restoration (1995),레스터레이션,Drama,1995,6.3,30.0,마이클 호프만,"['로버트 다우니 주니어', '멕 라이언', '샘 닐', '데이빗 듈리스', '폴리 워커', '이안 맥켈런', '휴 그랜트', '이언 맥디어미드', '메리 맥레오드', '마크 레더런']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0187/18777_P01_180424.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18777
44,Mortal Kombat (1995),모탈 컴뱃,Action|Adventure|Fantasy,1995,5.4,452.0,폴 앤더슨,"['크리스토퍼 램버트', '위룡']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0177/17708_P34_231851.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17708
45,To Die For (1995),투 다이 포,Comedy|Drama|Thriller,1995,6.7,177.0,구스 반 산트,['니콜 키드먼'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0172/A7212-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17212
46,How to Make an American Quilt (1995),아메리칸 퀼트,Drama|Romance,1995,,,조셀린 무어하우스,"['마야 안젤루', '앤 밴크로프트', '엘렌 버스틴', '사만다 마티스', '케이트 넬리건', '위노나 라이더', '진 시몬즈', '로이스 스미스', '알프리 우다드']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0182/A8230-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18230
47,Seven (1995),세븐,Mystery|Thriller,1995,,,데이빗 핀처,"['브래드 피트', '모건 프리먼']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0170/17062_P31_103950.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17062
48,Pocahontas (1995),포카혼타스,Animation|Children|Drama|Musical|Romance,1995,6.7,1509.0,마이크 가브리엘,"['아이린 베다드', '주디 쿤', '멜 깁슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0172/17230_P26_151145.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17230
49,When Night Is Falling (1995),밤이 기울면,Drama|Romance,1995,5.9,10.0,패트리샤 로제마,"['파스칼 뷔시에르', '레이첼 크로포드']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0331/C3180-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=33180
50,The Usual Suspects (1995),유주얼 서스펙트,Crime|Mystery|Thriller,1995,8.1,3334.0,브라이언 싱어,"['스티븐 볼드윈', '가브리엘 번']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0171/17150_P27_141021.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17150
52,Mighty Aphrodite (1995),마이티 아프로디테,Comedy|Drama|Romance,1995,6.7,145.0,우디 앨런,"['F. 머레이 아브라함', '우디 앨런', '클레어 블룸', '헬레나 본햄 카터', '올림피아 듀카키스', '마이클 래파포트', '미라 소르비노', '데이빗 오그던 스타이어스', '잭 워든', '피터 웰러']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0184/18446_P03_151835.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18446
53,Lamerica (1994),라메리카,Adventure|Drama,1994,7.7,11.0,지아니 아멜리오,"['엔리코 로 베르소', '미켈레 플라치도']",,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65406
54,The Big Green (1995),빅 그린,Children|Comedy,1995,5.2,41.0,홀리 골드버그 슬로언,"['스티브 구텐버그', '올리비아 다보']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0258/B5890-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=25890
55,Georgia (1995),조지아,Drama,1995,6.1,15.0,울루 그로스바드,"['제니퍼 제이슨 리', '메어 위닝햄']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0175/A7539-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17539
57,Home for the Holidays (1995),홈 포 더 할리데이,Drama,1995,6.3,39.0,조디 포스터,"['홀리 헌터', '로버트 다우니 주니어', '앤 밴크로프트', '찰스 더닝', '딜란 맥더모트']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0303/C0362-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=30362
58,The Postman (1994),일 포스티노,Comedy|Drama|Romance,1994,7.6,181.0,마이클 래드포드,"['필립 느와레', '마시모 트로이시']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0177/17796_P18_101625.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17796
60,The Indian in the Cupboard (1995),리틀 인디언,Adventure|Children|Fantasy,1995,5.9,136.0,프랭크 오즈,"['할 스카르디노', '라이트풋', '린제이 크루즈', '리차드 젠킨스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0252/B5285-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=25285
61,Eye for an Eye (1996),아이 포 아이,Drama|Thriller,1996,5.8,65.0,존 슐레진저,"['샐리 필드', '키퍼 서덜랜드', '에드 해리스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0252/B5284-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=25284
62,Mr. Holland's Opus (1995),홀랜드 오퍼스,Drama,1995,6.9,115.0,스티븐 헤렉,['리차드 드레이퓨즈'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0174/A7459-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17459
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),돈 비 어 메니스 투 사우스 센트럴 와일 드링킹 유어 쥬스 인 더 후드,Comedy|Crime,1996,6.2,192.0,패리스 버클레이,"['숀 웨이언스', '말론 웨이언스', '트레이시 체렐 존스']",,https://movie.naver.com/movie/bi/mi/basic.nhn?code=83757
64,Two if by Sea (1996),투 이프 바이 씨,Comedy|Romance,1996,,,빌 베네트,"['데니스 리어리', '산드라 블록']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0177/A7752-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17752
65,Bio-Dome (1996),바이오돔,Comedy,1996,4.4,110.0,제이슨 브룸,"['윌리암 아서톤', '데니즈 도즈']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0250/B5001-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=25001
66,Lawnmower Man 2: Beyond Cyberspace (1996),론머 맨  2 ,Action|Sci-Fi|Thriller,1996,2.8,32.0,파하드 맨,"['패트릭 버긴', '맷 플레워']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0177/A7702-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17702
69,Friday (1995),프라이데이,Comedy,1995,7.0,513.0,F. 게리 그레이,"['아이스 큐브', '크리스 터커', '니아 롱', '토미 타이니 리스터', '안나 마리아 호스포드', '레지나 킹', '폴라 자이 파커']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0288/28874_P02_154808.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=28874
70,From Dusk Till Dawn (1996),황혼에서 새벽까지,Action|Comedy|Horror|Thriller,1996,6.9,1644.0,로버트 로드리게즈,"['하비 케이틀', '조지 클루니', '쿠엔틴 타란티노', '줄리엣 루이스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0190/19019_P09_165249.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19019
71,Fair Game (1995),페어 게임,Action,1995,4.1,54.0,앤드류 사이프스,"['윌리암 볼드윈', '신디 크로포드']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0171/A7148-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17148
72,Kicking and Screaming (1995),키킹 앤 스크리밍,Comedy|Drama,1995,7.0,36.0,노아 바움백,"['조쉬 해밀턴', '사무엘 굴드']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0658/F5880-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65880
74,Bed of Roses (1996),미스터 플라워,Drama|Romance,1996,5.1,27.0,마이클 골든버그,"['크리스찬 슬레이터', '매리 스튜어트 매스터슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0176/A7691-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17691
75,Big Bully (1996),빅 불리,Comedy|Drama,1996,3.9,16.0,스티브 마이너,"['릭 모라니스', '톰 아놀드']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0189/A8998-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18998
76,Screamers (1995),스크리머스,Action|Sci-Fi|Thriller,1995,6.1,154.0,크리스찬 두가이,"['피터 웰러', '로이 드퓌', '제니퍼 루빈', '앤디 로어', '론 화이트']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0188/18889_P02_165240.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18889
78,The Crossing Guard (1995),크로싱 가드,Action|Crime|Drama|Thriller,1995,6.1,74.0,숀 펜,['잭 니콜슨'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0186/A8607-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18607
79,The Juror (1996),주어러,Drama|Thriller,1996,5.5,91.0,브라이언 깁슨,"['데미 무어', '알렉 볼드윈']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0176/A7686-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17686
80,The White Balloon (1995),하얀 풍선,Children|Drama,1995,7.5,20.0,자파르 파나히,"['아이다 모하마드카니', '모센 카피리', '페레스테헤 사드르 오라파이', '안나 보르코우스카']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0190/A9032-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19032
81,Things to Do in Denver When You're Dead (1995),덴버,Crime|Drama|Romance,1995,6.7,87.0,게리 플레더,['앤디 가르시아'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0187/A8774-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18774
82,Antonia's Line (1995),안토니아스 라인,Comedy|Drama,1995,7.2,26.0,마를렌 고리스,"['빌레케 반 아메루이', '엘스 도터만스', '도라 반 더 그로엔', '비를레 반 오버로프']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0179/A7972-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17972
85,Angels and Insects (1995),천사와 벌레,Drama|Romance,1995,6.3,17.0,필립 하스,"['마크 라이런스', '팻시 켄싯']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0182/A8218-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18218
86,White Squall (1996),화이트 스콜,Action|Adventure|Drama,1996,6.3,86.0,리들리 스콧,['제프 브리지스'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0177/A7750-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17750
87,Dunston Checks In (1996),내 이름은 던스턴,Children|Comedy,1996,5.1,59.0,켄 콰피스,['제이슨 알렉산더'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0177/A7772-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17772
88,Black Sheep (1996),더블 플레이,Comedy,1996,6.0,124.0,페넬로프 스피어리스,"['크리스 팔리', '데이빗 스페이드', '팀 매더슨', '크리스틴 에버솔']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0249/B4921-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24921
89,Nick of Time (1995),닉 오브 타임,Action|Thriller,1995,6.1,190.0,존 바담,"['조니 뎁', '크리스토퍼 월켄']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0187/A8776-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18776
92,Mary Reilly (1996),메리 라일리,Drama|Horror|Thriller,1996,5.7,77.0,스티븐 프리어즈,"['줄리아 로버츠', '존 말코비치']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0187/A8723-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18723
93,Vampire in Brooklyn (1995),브룩클린의 뱀파이어,Comedy|Horror|Romance,1995,4.5,113.0,웨스 크레이븐,"['에디 머피', '안젤라 바셋']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0238/23862_P01_141417.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=23862
95,Broken Arrow (1996),브로큰 애로우,Action|Adventure|Thriller,1996,5.7,459.0,오우삼,"['존 트라볼타', '크리스찬 슬레이터']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0181/A8174-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18174
96,In the Bleak Midwinter (1995),햄릿 만들기,Comedy|Drama,1995,,,케네스 브래너,"['리처드 브라이어스', '헤타 찬리', '조안 콜린스', '니콜라스 파렐', '마크 해드필드', '제라드 호란']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0193/A9398-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19398
97,Hate (1995),증오,Crime|Drama,1995,,,마티유 카소비츠,"['뱅상 카셀', '휴버트 콘드', '세이드 타그마오우이']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0186/A8608-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18608
100,City Hall (1996),시티 홀,Drama|Thriller,1996,6.0,67.0,해롤드 벡커,"['알 파치노', '존 쿠삭', '브리짓 폰다']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0177/A7763-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17763
101,Bottle Rocket (1996),바틀 로켓,Adventure|Comedy|Crime|Romance,1996,6.8,285.0,웨스 앤더슨,"['오웬 윌슨', '루크 윌슨', '로버트 머스그레이브', '앤드류 윌슨', '루미 카바조스', '제임스 칸']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0189/18942_P03_144111.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18942
102,Mr. Wrong (1996),미스터 러버,Comedy,1996,3.3,16.0,닉 캐슬,"['엘런 드제너러스', '빌 풀만', '조안 쿠삭', '딘 스톡웰']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0189/A8962-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18962
103,Unforgettable (1996),언포겟터블,Mystery|Sci-Fi|Thriller,1996,5.3,22.0,존 달,"['레이 리오타', '린다 피오렌티노']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0384/C8489-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38489
104,Happy Gilmore (1996),해피 길모어,Comedy,1996,6.5,767.0,데니스 듀간,['아담 샌들러'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0239/B3958-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=23958
105,The Bridges of Madison County (1995),매디슨 카운티의 다리,Drama|Romance,1995,7.3,397.0,클린트 이스트우드,"['메릴 스트립', '클린트 이스트우드']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0172/17255_P25_093411.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17255
107,Muppet Treasure Island (1996),머펫의 보물섬,Adventure|Children|Comedy|Musical,1996,6.5,93.0,브라이언 헨슨,"['팀 커리', '케빈 비숍']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0189/A8963-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18963
110,Braveheart (1995),브레이브하트,Action|Drama|War,1995,7.7,3404.0,멜 깁슨,"['멜 깁슨', '소피 마르소', '패트릭 맥구한']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0171/17162_P20_153317.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17162
111,Taxi Driver (1976),택시 드라이버,Crime|Drama|Thriller,1976,8.1,2632.0,마틴 스코세이지,['로버트 드 니로'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0107/A0793-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10793
113,Before and After (1996),비포 앤 애프터,Drama|Mystery,1996,5.8,37.0,바벳 슈로더,"['메릴 스트립', '리암 니슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0174/A7460-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17460
117,The Young Poisoner's Handbook (1995),영 포이즈너 핸드북,Crime|Drama,1995,6.9,19.0,벤자민 로스,"['휴 오코너', '안토니 쉐']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0343/34314_P01_130954.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=34314
