movieId,title_en,title_ko,genres,year,vote_average,vote_count,director,actor,poster,link
780,Independence Day (1996),인디펜던스 데이,Action|Adventure|Sci-Fi|Thriller,1996,6.7,3334,롤랜드 에머리히,"['윌 스미스', '빌 풀만', '제프 골드브럼', '매리 맥도넬', '주드 허쉬', '마가렛 콜린', '랜디 퀘이드', '로버트 로지아', '제임스 레브혼', '하비 피어스타인']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0174/17416_P24_185118.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17416
1036,Die Hard (1988),다이 하드,Action|Crime|Thriller,1988,7.5,4005,존 맥티어난,['브루스 윌리스'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0100/A0012-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10012
1198,Raiders of the Lost Ark (1981),레이더스,Action|Adventure,1981,7.7,3949,스티븐 스필버그,"['해리슨 포드', '카렌 알렌', '폴 프리먼']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0100/A0033-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10033
1206,A Clockwork Orange (1971),시계태엽 오렌지,Crime|Drama|Sci-Fi|Thriller,1971,8.0,3432,스탠리 큐브릭,"['말콤 맥도웰', '패트릭 마지']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0132/13252_P21_164654.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=13252
1214,Alien (1979),에이리언,Horror|Sci-Fi,1979,7.9,4564,리들리 스콧,"['톰 스커릿', '시고니 위버', '베로니카 카트라이트', '해리 딘 스탠튼', '존 허트', '이안 홈', '야펫 코토']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0100/A0037-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10037
1240,The Terminator (1984),터미네이터,Action|Sci-Fi|Thriller,1984,7.4,4208,제임스 카메론,"['아놀드 슈왈제네거', '마이클 빈', '린다 해밀턴', '랜스 헨릭슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0100/A0028-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10028
1270,Back to the Future (1985),빽 투 더 퓨쳐,Adventure|Comedy|Sci-Fi,1985,8.0,6239,로버트 저메키스,"['마이클 J. 폭스', '크리스토퍼 로이드', '리 톰슨', '크리스핀 글로버', '토머스 F. 윌슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0100/10002_P17_100100.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10002
1291,Indiana Jones and the Last Crusade (1989),인디아나 존스 - 최후의 성전,Action|Adventure,1989,7.6,3221,스티븐 스필버그,['해리슨 포드'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0100/A0035-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10035
1527,The Fifth Element (1997),제5원소,Action|Adventure|Comedy|Sci-Fi,1997,7.3,3962,뤽 베송,"['브루스 윌리스', '밀라 요보비치', '게리 올드만', '이안 홈']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0183/18350_P34_162831.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18350
1580,Men in Black (1997),맨 인 블랙,Action|Comedy|Sci-Fi,1997,6.9,4521,배리 소넨펠드,"['토미 리 존스', '윌 스미스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0181/18153_P32_104945.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18153
1721,Titanic (1997),타이타닉,Drama|Romance,1997,7.5,7770,제임스 카메론,"['레오나르도 디카프리오', '케이트 윈슬렛']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0188/18847_P96_094922.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18847
2028,Saving Private Ryan (1998),라이언 일병 구하기,Action|Drama|War,1998,7.9,5148,스티븐 스필버그,"['톰 행크스', '에드워드 번즈', '톰 시즈모어', '제레미 데이비스', '빈 디젤', '아담 골드버그', '배리 페퍼', '지오바니 리비시', '맷 데이먼', '데니스 파리나', '테드 댄슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0189/A8988-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18988
2291,Edward Scissorhands (1990),가위손,Drama|Fantasy|Romance,1990,7.5,3731,팀 버튼,"['조니 뎁', '위노나 라이더', '다이앤 위스트', '안소니 마이클 홀', '케시 베이커', '로버트 올리버리']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0109/10936_P11_164542.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10936
2324,Life Is Beautiful (1997),인생은 아름다워,Comedy|Drama|Romance|War,1997,8.3,3643,로베르토 베니니,"['로베르토 베니니', '니콜레타 브라스키']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0221/22126_P16_103912.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=22126
2571,The Matrix (1999),매트릭스,Action|Sci-Fi|Thriller,1999,7.9,9079,릴리 워쇼스키,"['키아누 리브스', '로렌스 피시번']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0244/24452_P76_143941.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24452
2628,Star Wars: Episode I - The Phantom Menace (1999),스타워즈,Action|Adventure|Sci-Fi,1999,6.4,4526,조지 루카스,"['리암 니슨', '이완 맥그리거', '나탈리 포트만']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0244/24479_P72_141936.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24479
3147,The Green Mile (1999),그린 마일,Crime|Drama,1999,8.2,4166,프랭크 다라본트,"['톰 행크스', '데이빗 모스', '보니 헌트', '마이클 클락 던칸', '제임스 크롬웰', '마이클 제터', '그레이엄 그린', '더그 허치슨', '샘 록웰', '배리 페퍼', '제프리 드먼', '패트리시아 클락슨', '해리 딘 스탠튼']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0286/B8677-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=28677
3578,Gladiator (2000),글래디에이터,Action|Adventure|Drama,2000,7.9,5566,리들리 스콧,"['러셀 크로우', '호아킨 피닉스', '코니 닐슨', '올리버 리드', '리처드 해리스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0292/29217_P37_113214.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=29217
3793,X-Men (2000),엑스맨,Action|Adventure|Sci-Fi,2000,6.8,4172,브라이언 싱어,"['패트릭 스튜어트', '휴 잭맨', '이안 맥켈런', '할리 베리', '팜케 얀센', '제임스 마스던', '브루스 데이비슨', '레베카 로미즌', '레이 파크', '타일러 메인', '안나 파킨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0295/B9550-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=29550
4022,Cast Away (2000),캐스트 어웨이,Drama,2000,7.5,3304,로버트 저메키스,"['톰 행크스', '헬렌 헌트']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0311/C1162-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=31162
4226,Memento (2000),메멘토,Mystery|Thriller,2000,8.1,4168,크리스토퍼 놀란,"['가이 피어스', '캐리 앤 모스', '조 판토리아노']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0319/31940_P46_141843.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=31940
4306,Shrek (2001),슈렉,Adventure|Animation|Children|Comedy|Fantasy|Romance,2001,7.3,4183,앤드류 아담슨,"['마이크 마이어스', '에디 머피', '카메론 디아즈', '존 리스고']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0315/C1579-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=31579
4369,The Fast and the Furious (2001),분노의 질주,Action|Crime|Thriller,2001,6.6,3485,롭 코헨,"['빈 디젤', '폴 워커']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0327/C2723-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=32723
4878,Donnie Darko (2001),도니 다코,Drama|Mystery|Sci-Fi|Thriller,2001,7.7,3574,리차드 켈리,['제이크 질렌할'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0337/C3795-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=33795
4886,"Monsters, Inc. (2001)",몬스터 주식회사 3D,Adventure|Animation|Children|Comedy|Fantasy,2001,7.5,6150,피트 닥터,"['존 굿맨', '빌리 크리스탈', '메리 깁스', '스티브 부세미', '제임스 코번', '제니퍼 틸리']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0321/32112_P01_104425.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=32112
4963,Ocean's Eleven (2001),오션스 일레븐,Crime|Thriller,2001,7.2,3857,스티븐 소더버그,"['조지 클루니', '앤디 가르시아', '브래드 피트']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0317/C1797-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=31797
4993,The Lord of the Rings: The Fellowship of the Ring (2001),반지의 제왕,Adventure|Fantasy,2001,8.0,8892,피터 잭슨,"['일라이저 우드', '이안 맥켈런', '리브 타일러', '비고 모텐슨', '숀 애스틴', '케이트 블란쳇']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0317/31794_P40_101204.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=31794
5218,Ice Age (2002),아이스 에이지,Adventure|Animation|Children|Comedy,2002,7.1,3954,크리스 웨지,"['레이 로마노', '존 레귀자모', '데니스 리어리']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0344/C4449-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=34449
5418,The Bourne Identity (2002),본 아이덴티티,Action|Mystery|Thriller,2002,7.3,3640,더그 라이만,"['맷 데이먼', '프란카 포텐테', '크리스 쿠퍼', '클라이브 오웬', '브라이언 콕스', '아데웰 아킨누오예 아바제']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0352/C5273-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=35273
5989,Catch Me If You Can (2002),캐치 미 이프 유 캔,Crime|Drama,2002,7.7,3917,스티븐 스필버그,"['레오나르도 디카프리오', '톰 행크스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0345/C4522-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=34522
6377,Finding Nemo (2003),니모를 찾아서,Adventure|Animation|Children|Comedy,2003,7.6,6292,앤드류 스탠튼,"['앨버트 브룩스', '엘런 드제너러스', '알렉산더 굴드', '윌렘 대포', '브래드 거렛', '앨리슨 제니', '오스틴 펜들튼']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0321/32116_P53_173240.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=32116
6874,Kill Bill: Vol. 1 (2003),킬 빌,Action|Crime|Thriller,2003,7.7,5091,쿠엔틴 타란티노,['우마 서먼'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0132/A3244-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=13244
7361,Eternal Sunshine of the Spotless Mind (2004),이터널 선샤인,Drama|Romance|Sci-Fi,2004,7.9,3758,미셸 공드리,"['짐 캐리', '케이트 윈슬렛', '커스틴 던스트']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0384/38444_P53_180242.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38444
8533,The Notebook (2004),노트북,Drama|Romance,2004,7.7,3163,닉 카사베츠,"['라이언 고슬링', '레이첼 맥아담스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0388/38899_P45_141720.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38899
8636,Spider-Man 2 (2004),스파이더맨,Action|Adventure|Sci-Fi|IMAX,2004,6.7,4432,샘 레이미,"['토비 맥과이어', '커스틴 던스트']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0350/C5071-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=35071
8644,"I, Robot (2004)","아이, 로봇",Action|Adventure|Sci-Fi|Thriller,2004,6.7,3889,알렉스 프로야스,"['윌 스미스', '브리짓 모이나한', '브루스 그린우드', '제임스 크롬웰', '치 맥브라이드', '샤이아 라보프', '알란 터딕']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0384/C8420-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38420
8961,The Incredibles (2004),인크레더블,Action|Adventure|Animation|Children|Comedy,2004,7.4,5290,브래드 버드,"['크레이그 T. 넬슨', '홀리 헌터']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0367/C6798-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36798
30793,Charlie and the Chocolate Factory (2005),찰리와 초콜릿 공장,Adventure|Children|Comedy|Fantasy|IMAX,2005,6.7,3759,팀 버튼,['조니 뎁'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0398/C9846-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39846
33615,Madagascar (2005),마다가스카,Adventure|Animation|Children|Comedy,2005,6.6,3322,에릭 다넬,"['벤 스틸러', '크리스 록', '데이빗 쉼머', '제이다 핀켓 스미스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0399/C9909-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39909
33794,Batman Begins (2005),배트맨 비긴즈,Action|Crime|IMAX,2005,7.5,7511,크리스토퍼 놀란,"['크리스찬 베일', '마이클 케인', '리암 니슨', '케이티 홈즈', '게리 올드만', '킬리언 머피', '톰 윌킨슨', '룻거 하우어', '와타나베 켄', '마크 분 주니어', '라이너스 로체', '모건 프리먼']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0374/37439_P123_102628.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37439
45517,Cars (2006),카,Animation|Children|Comedy,2006,6.6,3991,존 라세터,"['오웬 윌슨', '폴 뉴먼', '보니 헌트', '마이클 키튼']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0367/C6799-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36799
45720,The Devil Wears Prada (2006),악마는 프라다를 입는다,Comedy|Drama,2006,7.0,3198,데이빗 프랭클,"['메릴 스트립', '앤 해서웨이', '스탠리 투치']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0604/60484_P119_170023.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=60484
45722,Pirates of the Caribbean: Dead Man's Chest (2006),캐리비안의 해적 - 망자의 함,Action|Adventure|Fantasy,2006,7.0,5380,고어 버빈스키,"['조니 뎁', '올랜도 블룸', '키이라 나이틀리']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0436/D3678-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=43678
48516,The Departed (2006),디파티드,Crime|Drama|Thriller,2006,7.9,4455,마틴 스코세이지,"['레오나르도 디카프리오', '맷 데이먼', '잭 니콜슨', '마크 월버그']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0416/D1672-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=41672
48780,The Prestige (2006),프레스티지,Drama|Mystery|Sci-Fi|Thriller,2006,8.0,4510,크리스토퍼 놀란,"['휴 잭맨', '크리스찬 베일', '마이클 케인', '스칼릿 조핸슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0560/E6058-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=56058
49272,Casino Royale (2006),007 카지노 로얄 ,Action|Adventure|Thriller,2006,7.3,3930,마틴 캠벨,"['다니엘 크레이그', '에바 그린']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0421/D2117-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=42117
50872,Ratatouille (2007),라따뚜이,Animation|Children|Drama,2007,7.5,4510,브래드 버드,"['패튼 오스왈트', '루 로마노']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0650/F5021-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65021
53996,Transformers (2007),트랜스포머,Action|Sci-Fi|Thriller|IMAX,2007,6.6,4113,마이클 베이,"['샤이아 라보프', '타이레스 깁슨', '조쉬 더하멜', '안소니 앤더슨', '메간 폭스', '레이첼 테일러']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0615/61521_P00_184120.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=61521
54001,Harry Potter and the Order of the Phoenix (2007),해리 포터,Adventure|Drama|Fantasy|IMAX,2007,7.4,5633,데이빗 예이츠,"['다니엘 래드클리프', '엠마 왓슨', '루퍼트 그린트']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0570/E7095-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=57095
55247,Into the Wild (2007),인투 더 와일드,Action|Adventure|Drama,2007,7.8,3139,숀 펜,"['에밀 허쉬', '빈스 본']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0677/F7710-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=67710
56174,I Am Legend (2007),나는 전설이다,Action|Horror|Sci-Fi|Thriller|IMAX,2007,6.9,4977,프란시스 로렌스,['윌 스미스'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0641/F4191-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=64191
58559,The Dark Knight (2008),다크 나이트,Action|Crime|Drama|IMAX,2008,8.3,12269,크리스토퍼 놀란,"['크리스찬 베일', '히스 레저', '아론 에크하트']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0625/62586_P148_102252.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62586
59315,Iron Man (2008),아이언맨,Action|Adventure|Sci-Fi,2008,7.4,8951,존 파브로,"['로버트 다우니 주니어', '테렌스 하워드', '제프 브리지스', '기네스 팰트로']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0448/D4885-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=44885
59369,Taken (2008),테이큰,Action|Crime|Drama|Thriller,2008,7.2,4444,피에르 모렐,"['리암 니슨', '매기 그레이스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0471/47152_P18_162453.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47152
60069,WALL·E (2008),월- E ,Adventure|Animation|Children|Romance|Sci-Fi,2008,7.8,6439,앤드류 스탠튼,"['벤 버트', '엘리사 나이트', '제프 갈린', '프레드 윌러드']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0691/F9105-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69105
63992,Twilight (2008),트와일라잇,Drama|Fantasy|Romance|Thriller,2008,5.8,3688,캐서린 하드윅,"['크리스틴 스튜어트', '로버트 패틴슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0472/47229_P85_114456.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47229
64614,Gran Torino (2008),그랜 토리노,Crime|Drama,2008,7.8,3181,클린트 이스트우드,"['클린트 이스트우드', '크리스토퍼 칼리', '비 방', '어니 허']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0514/E1462-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51462
64957,The Curious Case of Benjamin Button (2008),벤자민 버튼의 시간은 거꾸로 간다,Drama|Fantasy|Mystery|Romance,2008,7.3,3398,데이빗 핀처,"['브래드 피트', '케이트 블란쳇']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0660/66091_P91_174247.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66091
68157,Inglourious Basterds (2009),바스터즈: 거친 녀석들,Action|Drama|War,2009,7.9,6598,쿠엔틴 타란티노,"['브래드 피트', '멜라니 로랑', '크리스토프 왈츠', '일라이 로스', '마이클 패스벤더', '다이앤 크루거', '다니엘 브륄', '틸 슈바이거']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0522/52245_P14_174130.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52245
68954,Up (2009),업,Adventure|Animation|Children|Drama,2009,7.8,7048,피트 닥터,"['에드워드 애스너', '조던 나가이', '크리스토퍼 플러머', '밥 피터슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0521/52120_P00_121612.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52120
72378,2012 (2009), 2012 ,Action|Drama|Sci-Fi|Thriller,2009,5.6,4994,롤랜드 에머리히,"['존 쿠삭', '아만다 피트', '치웨텔 에지오포', '탠디 뉴튼', '올리버 플랫']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0497/49727_P60_110128.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49727
72998,Avatar (2009),아바타,Action|Adventure|Sci-Fi|IMAX,2009,7.2,12114,제임스 카메론,"['샘 워싱턴', '조 샐다나', '시고니 위버', '스티븐 랭']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0622/62266_P115_110943.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62266
73017,Sherlock Holmes (2009),셜록 홈즈,Action|Crime|Mystery|Thriller,2009,7.0,5883,가이 리치,"['로버트 다우니 주니어', '주드 로', '레이첼 맥아담스', '마크 스트롱']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0511/51132_P31_200710.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51132
74458,Shutter Island (2010),셔터 아일랜드,Drama|Mystery|Thriller,2010,7.8,6559,마틴 스코세이지,"['레오나르도 디카프리오', '마크 러팔로']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0696/69689_P00_122646.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69689
74789,Alice in Wonderland (2010),이상한 나라의 앨리스,Adventure|Fantasy|IMAX,2010,6.4,4773,팀 버튼,"['조니 뎁', '앤 해서웨이', '헬레나 본햄 카터', '크리스핀 글로버', '미아 와시코브스카']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0501/50163_P46_092323.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=50163
76093,How to Train Your Dragon (2010),드래곤 길들이기,Adventure|Animation|Children|Fantasy|IMAX,2010,7.5,4319,딘 데블로이스,"['제이 바루첼', '제라드 버틀러', '아메리카 페레라', '크레이그 퍼거슨', '조나 힐']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0704/70457_P44_112419.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70457
76251,Kick-Ass (2010),킥 애스: 영웅의 탄생,Action|Comedy,2010,7.1,4747,매튜 본,"['애런 존슨', '클로이 모레츠', '니콜라스 케이지', '마크 스트롱', '크리스토퍼 민츠 프래지']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0709/70992_P50_144945.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70992
79091,Despicable Me (2010),슈퍼배드,Animation|Children|Comedy|Crime,2010,7.1,6595,피에르 꼬팽,"['스티브 카렐', '태연', '서현', '미란다 코스그로브', '다나 가이어']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0733/73339_P00_111216.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73339
79132,Inception (2010),인셉션,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,2010,8.1,14075,크리스토퍼 놀란,"['레오나르도 디카프리오', '와타나베 켄', '조셉 고든 레빗', '마리옹 꼬띠아르', '엘렌 페이지', '톰 하디']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0525/52515_P98_100506.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52515
80463,The Social Network (2010),소셜 네트워크,Drama,2010,7.1,3492,데이빗 핀처,"['제시 아이젠버그', '앤드류 가필드', '저스틴 팀버레이크', '아미 해머']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0646/64686_P00_143842.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=64686
